key	ID	item1	item2	item3	
 56.000000        945           177.702164           972.129517           399.754852;
 57.000000        944           220.916382           335.238708            88.496567;
 58.000000        943           551.248718           461.798981           934.866394;
 59.000000        942            98.231972           769.974854            40.155247;
 60.000000        941           560.648438           944.968018           637.829712;
 61.000000        940           472.541504           376.286102           497.353027;
 62.000000        939           968.986084           555.277161           776.658447;
 63.000000        938           719.863464           923.238831           149.136841;
 64.000000        937           658.246643           985.862793           691.816956;
 65.000000        936           247.467484           840.472656           939.291565;
 66.000000        935           536.447266           983.573914           668.043091;
 67.000000        934           811.998840           463.294373           733.810425;
 68.000000        933           326.693542           601.970459           313.082275;
 69.000000        932           972.831421           902.913513            19.097477;
 70.000000        931           548.105347            36.676136           718.795349;
 71.000000        930           605.296997           518.136169           450.903870;
 72.000000        929           974.082703           933.828735           485.878082;
 73.000000        928           978.568909           225.402603           295.930878;
 74.000000        927           193.510757            45.953766           735.488953;
 75.000000        926           779.344055           251.465408           701.186157;
 76.000000        925           221.831940           145.749283           130.764709;
 77.000000        924           762.192688            37.835842           413.732330;
 78.000000        923            40.094212           310.427155           316.347748;
 79.000000        922           552.469482           468.818237           186.857727;
 80.000000        921           107.418045           193.358170           677.442749;
 81.000000        920           645.642456            41.711693           765.488647;
 82.000000        919           916.433228           822.558289           550.089050;
 83.000000        918           960.929199           654.828552           174.192535;
 84.000000        917           171.506912           936.636475           599.986755;
 85.000000        916           543.893738           980.003296           158.811218;
 86.000000        915           789.415161            11.071108           661.634155;
 87.000000        914           296.083466           536.203125           179.807953;
 88.000000        913           273.743927            67.621902           509.316284;
 89.000000        912            63.379833           216.521713           452.979126;
 90.000000        911           729.659912           220.458603           449.103271;
 91.000000        910           169.065430           763.718567           299.837250;
 92.000000        909           480.781494           821.276489           895.466980;
 93.000000        908           649.304688           169.065430           634.472717;
 94.000000        907           558.115417           145.383072           855.457214;
 95.000000        906           170.499802           807.024353           900.075317;
 96.000000        905           870.563904           938.101379           114.467819;
 97.000000        904          1000.633789           939.444153           301.607330;
 98.000000        903           268.586304           938.925354           518.532898;
 99.000000        902           595.195374           656.323975           886.433533;
100.000000        901           595.866760           847.705505           712.996826;
101.000000        900           471.290222           984.825195            25.567400;
102.000000        899           818.865540           213.408829           643.719788;
103.000000        898           199.675491           424.200165           274.140656;
104.000000        897            51.935390           541.726929           684.248413;
105.000000        896           676.557739           173.917877           557.382935;
106.000000        895           385.075439           652.783813            42.169468;
107.000000        894           462.043121           441.748322           274.567932;
108.000000        893           490.974670           104.976563           750.015808;
109.000000        892            23.034365            71.314644           349.216187;
110.000000        891           672.773438           454.596619           679.243347;
111.000000        890           312.014130           942.526550           618.297913;
112.000000        889           927.694519           373.508942           261.078735;
113.000000        888           381.718414           794.420227           358.982117;
114.000000        887           377.903595           321.322266           575.968689;
115.000000        886           801.042725           928.030273           333.346558;
116.000000        885           679.945251           688.337891           811.052795;
117.000000        884           621.624390           286.134430           606.914490;
118.000000        883           392.552490           218.871643           408.330536;
119.000000        882           680.097900           308.870728           697.188232;
120.000000        881           387.394836           213.714005           156.583359;
121.000000        880           224.242889           347.690277           452.643433;
122.000000        879           848.163330           621.685425           647.107361;
123.000000        878           354.709534           914.876770           581.370483;
124.000000        877           853.015747           788.652222           538.095276;
125.000000        876           696.425293           274.506897            62.037018;
126.000000        875           590.434509           462.714539           582.682800;
127.000000        874           185.667496           467.933197           907.430237;
128.000000        873           549.905884           780.198608           994.530090;
129.000000        872          1000.847412           439.795135            32.006805;
130.000000        871           179.777435           507.424133            78.364418;
131.000000        870           604.015259           111.904266           432.897949;
132.000000        869           138.577438           907.582825           766.129578;
133.000000        868           722.915344           668.683960           642.254944;
134.000000        867            10.918515           370.212921           395.940033;
135.000000        866             9.423109           592.479248           586.161926;
136.000000        865           837.329224           505.745636           378.758118;
137.000000        864           192.808838           747.665833           702.956238;
138.000000        863           645.093140           892.262573           937.307861;
139.000000        862           920.583740           681.440674           568.857910;
140.000000        861           989.891235           197.172974           503.639862;
141.000000        860           281.159912           912.038574           466.590393;
142.000000        859           949.149048            99.300117           245.575333;
143.000000        858           345.889679           938.833801           444.678101;
144.000000        857           674.329895           440.497040           186.216827;
145.000000        856            87.367378           655.896667           573.374634;
146.000000        855           135.037292           458.564026           110.317299;
147.000000        854           844.195923           406.529968           433.081055;
148.000000        853           696.608398           924.978394           538.034241;
149.000000        852           239.441116           708.266479           498.054962;
150.000000        851           293.397827           652.753296           119.411819;
151.000000        850           243.164368           327.517548           127.041443;
152.000000        849           812.456665           279.267761           484.901489;
153.000000        848            23.583696           518.471863           468.146820;
154.000000        847           514.962219           590.953308           502.205475;
155.000000        846           485.023560           483.985931           853.229370;
156.000000        845           521.767822            63.654499           666.059387;
157.000000        844            62.861019            95.729454           320.864502;
158.000000        843           193.541275           874.195618           607.494324;
159.000000        842           567.820251           248.566147           893.605347;
160.000000        841           279.084656           513.863525            76.777458;
161.000000        840           763.474426           545.419678           268.891479;
162.000000        839           604.808716           434.942688           859.943420;
163.000000        838            51.080875           942.160339           787.034729;
164.000000        837           463.385925             5.943998           549.417603;
165.000000        836           246.918152           146.603806            42.688286;
166.000000        835           353.610870           569.376709           538.736145;
167.000000        834            94.813896           592.021484           429.662994;
168.000000        833           951.987244           710.372253           665.815186;
169.000000        832           988.060181           314.516663           378.819153;
170.000000        831           784.776367            80.531235           222.289719;
171.000000        830           500.435394           684.156860           193.205566;
172.000000        829           641.186768           404.454681           195.128235;
173.000000        828           876.057251           291.108948           322.298859;
174.000000        827           950.034119           752.121582           242.676071;
175.000000        826           722.274475             3.441481           779.099915;
176.000000        825           758.286316           911.641785           650.891663;
177.000000        824           918.661072           908.193237           312.624512;
178.000000        823           225.646744           870.716492           993.797607;
179.000000        822           318.667175           155.606766            27.856289;
180.000000        821           308.229828           136.502182            60.938354;
181.000000        820           307.314270           266.602600           521.523682;
182.000000        819           174.314621            15.526811           436.254974;
183.000000        818           811.266418           864.338135           402.745667;
184.000000        817           498.756897           164.457138           543.863220;
185.000000        816            62.708427           674.970764           411.290833;
186.000000        815           744.430908           835.101379           644.055542;
187.000000        814           421.117798           637.768677           365.177368;
188.000000        813           487.831268           394.078400           785.997070;
189.000000        812           978.965637           692.061157           982.902527;
190.000000        811           401.433350            28.008881           735.305847;
191.000000        810           650.739075           897.664307           362.278107;
192.000000        809           297.060059           172.056244            12.413922;
193.000000        808            85.139534           616.405762           681.898438;
194.000000        807           284.547485           248.627182            31.945768;
195.000000        806           180.326767           165.372696           643.872375;
196.000000        805           235.076965           898.488342           546.060608;
197.000000        804           343.905975           267.029846           431.799286;
198.000000        803           982.414246           154.355515           791.551453;
199.000000        802            47.388134           398.228912           628.704712;
200.000000        801           674.024719            71.406204           548.105347;
201.000000        800           804.247192           398.717224           762.558899;
202.000000        799            21.661032           315.035461           354.953674;
203.000000        798           578.318665            69.727684            38.018951;
204.000000        797           523.721008           240.265121            34.173618;
205.000000        796           928.640625           596.049927           503.975555;
206.000000        795           662.458191           201.842316            54.102207;
207.000000        794            40.460434            88.252419           515.786194;
208.000000        793           246.643478           335.482849           759.323914;
209.000000        792           312.746582           989.525024            12.108737;
210.000000        791            93.867821           975.486511           723.128967;
211.000000        790           483.955414           146.634323           953.391113;
212.000000        789           757.736938           344.241669            66.095978;
213.000000        788           516.366089           637.738159           397.740631;
214.000000        787           623.943787           291.414124           156.430771;
215.000000        786           741.531616           597.819946           238.861267;
216.000000        785            52.576283           800.645996           289.247314;
217.000000        784           224.212372           919.485046           725.265259;
218.000000        783           957.236450           842.120667           358.524353;
219.000000        782            55.261909           449.225342           648.267090;
220.000000        781           908.132202            58.954651           810.686584;
221.000000        780           456.030975           779.038879           651.410461;
222.000000        779           154.263962           853.687134           927.816589;
223.000000        778           299.379456           570.231262           598.399841;
224.000000        777           499.184143           819.048645           358.768494;
225.000000        776            43.786949           169.126465           471.992157;
226.000000        775           366.306549           256.745117           419.378235;
227.000000        774           266.877258           706.130188           979.820129;
228.000000        773           274.690002           871.998230           645.398315;
229.000000        772            95.637901           534.555115            45.557022;
230.000000        771           939.047424           749.985229            30.084139;
231.000000        770           989.982788           392.644043           788.438599;
232.000000        769           937.765625           535.897888           934.591736;
233.000000        768           664.533447           680.647217           562.815247;
234.000000        767           979.606506           474.403107           449.286377;
235.000000        766           562.174377           364.383881           274.934143;
236.000000        765           872.608643           749.344360           636.792114;
237.000000        764           340.945679           870.563904           630.474792;
238.000000        763           979.789612           518.593933           219.665115;
239.000000        762           431.127869           551.431824           330.325226;
240.000000        761           862.842712           291.902435           522.012024;
241.000000        760           988.243286           494.301178           638.379089;
242.000000        759           590.007263           971.885315           451.422668;
243.000000        758           630.871521           257.294434           326.571472;
244.000000        757           444.250824           100.581894           646.039246;
245.000000        756           339.023010           154.355515           878.407166;
246.000000        755           137.082031           745.773682           233.856232;
247.000000        754           922.414856           612.651978           131.283524;
248.000000        753           736.374023           150.449142           583.110046;
249.000000        752           671.918884           510.475983           384.342987;
250.000000        751           980.277954           881.336914           587.809875;
251.000000        750           311.129089           897.633789           514.687561;
252.000000        749            95.912567           868.671753            59.229317;
253.000000        748           286.927917           728.530762           960.959717;
254.000000        747           298.494415           561.808105           302.858582;
255.000000        746           910.024353           827.593811           668.073608;
256.000000        745           436.865356           550.180603           579.478333;
257.000000        744           998.558533           876.240356           371.342102;
258.000000        743           403.478088           548.990356           503.426208;
259.000000        742           617.138184           395.238098            52.301613;
260.000000        741           559.519226           744.614014           143.063660;
261.000000        740           365.146851           110.042633           151.364700;
262.000000        739           171.506912           262.177399           286.378571;
263.000000        738           576.609619           363.132629           295.320496;
264.000000        737           333.743317            82.057159           640.423828;
265.000000        736           873.371582           996.971558            19.646809;
266.000000        735           688.551514           218.596970           275.575043;
267.000000        734           891.224915          1000.420166           356.784790;
268.000000        733            79.188423           507.515717            25.140141;
269.000000        732           796.373413           814.531921           351.993378;
270.000000        731           701.582886            53.613911           435.339417;
271.000000        730           556.101196           157.315811           679.487488;
272.000000        729           986.503723           391.972626           855.731873;
273.000000        728           944.845947           173.338028           689.192383;
274.000000        727           970.664612           840.136963           988.060181;
275.000000        726            81.355232           271.577118           545.663818;
276.000000        725           923.269348           489.326660           299.471008;
277.000000        724            28.954954           805.528931           746.506165;
278.000000        723           114.925598           925.192017           778.611633;
279.000000        722           773.576050           399.815887           357.120483;
280.000000        721           468.787720           207.854462           193.754913;
281.000000        720           850.848938           862.842712           894.246277;
282.000000        719            46.655689             3.258370           930.227600;
283.000000        718           143.490921           868.427612            57.978058;
284.000000        717           520.730225           164.640244           257.019775;
285.000000        716            45.526505           568.583252           577.281006;
286.000000        715           586.802795           644.391235           134.732101;
287.000000        714           410.100616           637.219360           418.706848;
288.000000        713           317.934723           492.256439            44.397320;
289.000000        712           589.763062           566.477478           643.384094;
290.000000        711           355.808197           996.147583           421.484009;
291.000000        710           568.735840           969.749023           400.304169;
292.000000        709           223.083191           865.711426           741.073853;
293.000000        708           796.739624           810.686584            47.784874;
294.000000        707           534.097351           878.285095           748.672974;
295.000000        706           992.576904           503.792450           317.141235;
296.000000        705           108.852409           719.466736           387.028625;
297.000000        704            16.442366           340.609985           904.286865;
298.000000        703           584.788574           988.731567           260.315765;
299.000000        702            35.913174           316.439301            17.693624;
300.000000        701           691.115051           622.051697           627.758606;
301.000000        700           759.507019           784.257568           349.918121;
302.000000        699           533.609009           439.520477           553.476563;
303.000000        698           608.501465            76.655388           801.317383;
304.000000        697           653.485718           278.016510           583.415222;
305.000000        696           463.538544           933.615112           193.602310;
306.000000        695           898.640930           341.678131           798.540222;
307.000000        694           188.780396           879.627869           290.040802;
308.000000        693           906.392639           125.423965           931.539856;
309.000000        692           621.075073           236.450302           816.240967;
310.000000        691           864.856934           657.575195            57.031982;
311.000000        690           245.941559           856.525391           974.693054;
312.000000        689           824.847168           997.948120           795.793518;
313.000000        688           487.342957           547.586487           291.719330;
314.000000        687           795.915588            39.697472           640.484863;
315.000000        686           538.430969           153.409439           652.905884;
316.000000        685           808.214600           819.811584           535.623230;
317.000000        684            87.153755           983.573914           197.447647;
318.000000        683           678.083679           874.592346           853.778687;
319.000000        682           258.393097           372.959595           479.041931;
320.000000        681             6.371258           803.179016            29.687399;
321.000000        680           739.029114           225.036377            82.759087;
322.000000        679           589.244263           250.275192           967.368591;
323.000000        678           490.577942            72.901611           843.799133;
324.000000        677           555.246643           115.902191           547.464417;
325.000000        676           815.905212           109.829002            64.692131;
326.000000        675           787.248352            66.706352           761.399170;
327.000000        674           954.428772           414.922546           802.873840;
328.000000        673           166.105133           488.838379           802.171936;
329.000000        672           960.746094           860.767456           519.204285;
330.000000        671           510.903259             7.225776           486.305328;
331.000000        670           497.963409           557.382935           273.103027;
332.000000        669           412.175873           731.307922           279.267761;
333.000000        668           476.203705           792.100830           336.886719;
334.000000        667            87.916718           590.129333           582.591248;
335.000000        666           312.685547           886.311462           715.072083;
336.000000        665           555.948547           623.638611           434.393341;
337.000000        664           106.624557           838.336365           711.959167;
338.000000        663           443.091125            19.280586             4.692739;
339.000000        662           337.619171           677.900513           520.455566;
340.000000        661           261.567047           155.179504           853.412476;
341.000000        660           931.509338           748.734009           933.065796;
342.000000        659           600.444580            52.026947           491.737640;
343.000000        658           821.764771           286.256500           823.595886;
344.000000        657            35.669025           577.128418           969.993164;
345.000000        656           588.969604           291.963470           144.986328;
346.000000        655           273.560822           603.679504           629.406616;
347.000000        654           513.314209           450.568176           955.466370;
348.000000        653           740.402466           238.128815           432.836914;
349.000000        652           548.227417           313.967316           549.692261;
350.000000        651           137.539810           306.856506            46.655689;
351.000000        650           444.891724           814.806580           258.881409;
352.000000        649            22.454512           672.193604           717.727173;
353.000000        648           649.304688           993.278809            15.435255;
354.000000        647           876.057251           744.827637           590.892273;
355.000000        646           782.853699           254.395187           484.077484;
356.000000        645             1.976592           907.064026            76.716423;
357.000000        644           629.467651           137.143066           563.120422;
358.000000        643           597.728394           577.311523           825.335449;
359.000000        642           709.975464           103.175972           482.673645;
360.000000        641            64.905762           462.226227           419.683441;
361.000000        640           854.450134           862.812195           698.164856;
362.000000        639           715.621399           277.772369           692.488403;
363.000000        638           810.320374           874.317688           419.622406;
364.000000        637           102.535080             4.997925           220.733261;
365.000000        636           973.563843           506.813782            56.787834;
366.000000        635           882.923889           700.514771           687.513855;
367.000000        634           924.307007           569.407227           221.313126;
368.000000        633            42.261024           133.633438            44.092136;
369.000000        632           717.605103           106.960266           335.757538;
370.000000        631            79.310493           196.898315           384.678711;
371.000000        630           943.655701           169.034912           478.797791;
372.000000        629            12.932737           256.012665           782.670593;
373.000000        628           557.688110           300.050873           973.685913;
374.000000        627           441.565216           499.001038           661.603638;
375.000000        626           514.351868           398.717224           524.697632;
376.000000        625           988.792603            33.044434           203.368240;
377.000000        624           444.556030           979.606506           553.385010;
378.000000        623           931.600891            89.503677           464.179413;
379.000000        622           116.695671           364.139740           902.882996;
380.000000        621           255.524368           354.923157           892.842407;
381.000000        620           346.438995           556.711548           393.559601;
382.000000        619           436.651733           276.917847           456.336151;
383.000000        618           490.822083           149.014771           949.515259;
384.000000        617           542.703552           319.704803           197.050903;
385.000000        616           804.674438           168.760254           298.585999;
386.000000        615           394.627747           694.350037           398.350983;
387.000000        614           876.881226           969.993164           703.780212;
388.000000        613           165.616837           182.279953           249.451187;
389.000000        612           225.433121           678.510925           935.446228;
390.000000        611           538.553040           441.046387           597.392700;
391.000000        610            38.293617           981.376587           868.061401;
392.000000        609            20.745476           742.904968           679.823181;
393.000000        608           126.919373           808.458740           806.139343;
394.000000        607           853.992310           585.246338           274.171173;
395.000000        606           537.179688           324.648804            35.089176;
396.000000        605           778.550598           144.070770            99.300117;
397.000000        604            59.900723           253.327042           284.791626;
398.000000        603           343.051453           246.948669           189.207642;
399.000000        602           230.163483           515.389465           901.875854;
400.000000        601           117.122925           544.137939           954.337219;
401.000000        600           421.209351           115.261299           687.849548;
402.000000        599           688.978760           979.789612           372.715454;
403.000000        598           453.833649           762.040100           688.307373;
404.000000        597           340.976196           636.731079           843.097229;
405.000000        596           878.315613           504.494354           846.057556;
406.000000        595           414.403717           670.057312           301.729401;
407.000000        594           868.488647           309.908356           480.079559;
408.000000        593           227.844086           484.596313           889.363281;
409.000000        592           624.187988           650.220276           147.488846;
410.000000        591           628.124878           672.681885           368.168182;
411.000000        590           428.442230           404.637817           713.698730;
412.000000        589           448.035126           636.792114           265.870148;
413.000000        588           180.815063           364.841675           519.784119;
414.000000        587           953.085938           401.677521           981.956421;
415.000000        586           448.676025           968.192627           523.232727;
416.000000        585           399.876923           997.520874           462.653503;
417.000000        584           970.512024           205.351944           320.620361;
418.000000        583           729.751465            94.661308           152.158173;
419.000000        582           235.321121           581.675659           166.684982;
420.000000        581           804.735474           415.929657           392.583008;
421.000000        580           373.142700           176.054169           605.174927;
422.000000        579            88.954346           970.176331           890.889221;
423.000000        578           249.664810           868.580200           251.770599;
424.000000        577           905.538086           465.400146           929.006836;
425.000000        576           488.960449           315.584808           739.364807;
426.000000        575           987.297180           495.827118           282.899475;
427.000000        574           274.049103           871.998230           978.721497;
428.000000        573           612.774048           380.680786           968.497803;
429.000000        572           324.862427            12.871700           827.288635;
430.000000        571           799.242126           987.083557           565.073608;
431.000000        570           548.441040           519.906189           119.686485;
432.000000        569           441.382080           622.448425           613.018188;
433.000000        568           623.455505           395.207581           922.262268;
434.000000        567           559.824402           254.334152            59.473465;
435.000000        566           346.530579           772.019653           953.391113;
436.000000        565           582.316589            37.225471           564.707397;
437.000000        564            53.217171           632.275391           489.387695;
438.000000        563           451.270081           518.105652           303.438416;
439.000000        562           960.013672           542.001648           873.096924;
440.000000        561           952.811279            81.935089           327.395447;
441.000000        560           979.148743           499.916595            89.198494;
442.000000        559           627.575500           310.030426           221.038452;
443.000000        558           559.610779           988.792603           887.684753;
444.000000        557           568.705322            81.477310           308.596069;
445.000000        556           531.594788            47.632282           750.443054;
446.000000        555           970.756165           579.325745           678.938171;
447.000000        554           902.242126           271.027771           733.749390;
448.000000        553            83.003235           988.517944           415.563446;
449.000000        552           193.480240           713.210449             1.213630;
450.000000        551           872.364502           722.945862           271.027771;
451.000000        550           352.145966           357.822418           817.888916;
452.000000        549           834.063782           613.659058           239.227478;
453.000000        548           623.119812           728.195068            27.215399;
454.000000        547           634.442200           758.194763           675.275940;
455.000000        546           185.667496           990.165955           707.778137;
456.000000        545           247.253860           795.457825           419.866547;
457.000000        544           932.485962           158.383957           925.314087;
458.000000        543           583.049011           356.937378           426.366974;
459.000000        542           647.595642           386.204620           390.782410;
460.000000        541           934.103455           478.248444           287.965546;
461.000000        540           139.279373           422.857361           521.889893;
462.000000        539           488.441620           959.677917           448.614990;
463.000000        538           728.500244           784.867920            19.127995;
464.000000        537           332.156342           167.173279           374.485504;
465.000000        536            11.589923           635.052551           724.288696;
466.000000        535           385.990997           688.368408           191.710159;
467.000000        534           131.222473           420.476898           359.745087;
468.000000        533           229.888824           728.866455           883.808899;
469.000000        532            23.644733           609.905273           874.165100;
470.000000        531           390.812927           277.284058           714.400696;
471.000000        530           396.153656            23.431105           668.348267;
472.000000        529            19.890957             6.462813           723.373108;
473.000000        528           641.980225           880.970703            71.619827;
474.000000        527           600.597168           739.578430           558.664734;
475.000000        526           652.539673           439.612030           205.779205;
476.000000        525            24.468733           218.078156           183.805878;
477.000000        524           660.199829           570.750061           938.772766;
478.000000        523           679.823181           989.341919           758.957703;
479.000000        522           966.422546           462.592468           115.963226;
480.000000        521           737.320068           606.914490           863.208923;
481.000000        520           801.439453           458.655579           791.337830;
482.000000        519           219.665115           137.448257           829.943726;
483.000000        518           752.426758           472.999268           883.686829;
484.000000        517           324.648804           312.288788           928.884766;
485.000000        516           307.100647            89.503677           687.666443;
486.000000        515           466.773499           679.853699            76.228127;
487.000000        514           219.054749           977.714355            91.243233;
488.000000        513           230.285568           930.105530           311.403748;
489.000000        512           730.636536           267.273987           322.756653;
490.000000        511           515.023254           297.212646            68.629021;
491.000000        510           315.798431           643.445129           693.007202;
492.000000        509           227.630447           731.429993           923.757629;
493.000000        508           655.286316           777.055176           237.518448;
494.000000        507           554.025940           484.748901           629.620239;
495.000000        506           150.876404           918.386414           525.704712;
496.000000        505           762.894592             8.110813           499.184143;
497.000000        504           554.148010           679.243347           310.488190;
498.000000        503           267.792816           730.819641           172.544540;
499.000000        502           348.697388           835.070862           274.354279;
500.000000        501           932.882690           514.046692           142.850037;
501.000000        500           511.971405            20.135105             2.068148;
502.000000        499           977.927979           462.958679           738.449280;
503.000000        498           315.310120            89.015381           611.705872;
504.000000        497           941.549927           470.832458           189.268692;
505.000000        496            26.543993           301.881989           319.124939;
506.000000        495           624.065918           480.567871           573.161011;
507.000000        494           880.818115           986.351135           730.331360;
508.000000        493           378.636047           106.868706           460.669800;
509.000000        492           609.386475           555.948547           969.260742;
510.000000        491           176.756104            92.372414           589.946167;
511.000000        490           287.477234           354.160187           986.076477;
512.000000        489           164.335068           198.180084           519.143250;
513.000000        488           403.539154           364.292328           673.139648;
514.000000        487           575.144714           677.869995           560.038086;
515.000000        486           992.607422             7.988739           871.632019;
516.000000        485           503.853485           579.936096             7.073184;
517.000000        484           538.156311           670.972839           103.755821;
518.000000        483           783.921814           891.194397           375.828339;
519.000000        482           253.937408           869.037964            38.720879;
520.000000        481           695.235046            97.621597           668.836548;
521.000000        480           437.902985           728.958008           421.728180;
522.000000        479            63.257759           226.592819           229.980377;
523.000000        478           967.887390           326.052643           588.206665;
524.000000        477           134.732101           966.208923           147.977142;
525.000000        476           806.169861            25.292734           874.378723;
526.000000        475            45.495987           163.724686            54.102207;
527.000000        474           727.523621           934.896912           346.194855;
528.000000        473           363.163147             6.371258           153.867218;
529.000000        472           500.893188           528.512451           428.716919;
530.000000        471           711.898132           611.888977            61.274055;
531.000000        470           570.994202            49.707542           345.370850;
532.000000        469           496.651123           726.516541            90.693901;
533.000000        468            21.844143           102.046783           906.087463;
534.000000        467           863.666687           871.754089           735.641541;
535.000000        466           387.211731           479.652313           230.224518;
536.000000        465           886.464050           718.917419           743.515320;
537.000000        464           827.960022           427.496155           587.321594;
538.000000        463           181.150757           833.605957           112.911377;
539.000000        462           449.255859           764.481567           804.765991;
540.000000        461           350.620056           339.419739           114.437302;
541.000000        460           203.093567           281.343018           757.736938;
542.000000        459           464.270966           630.413757           696.028564;
543.000000        458            42.962952           163.297440           441.473633;
544.000000        457           821.856323           139.035217             3.319407;
545.000000        456           890.126282           508.980591           160.001434;
546.000000        455           148.526474           464.972900           848.804199;
547.000000        454           660.291382           949.881470           570.566956;
548.000000        453           755.173401            15.984589           425.817657;
549.000000        452           210.601120           539.621155           824.206299;
550.000000        451           690.138489           829.455444            12.230811;
551.000000        450           725.600952           108.242043           967.917908;
552.000000        449           138.852112           557.535522           463.508026;
553.000000        448           890.004211           786.302307           243.378006;
554.000000        447           914.083313           836.230591           586.863831;
555.000000        446           324.221527            22.637623            60.541611;
556.000000        445           453.040161           539.743225           639.233582;
557.000000        444           306.520813           773.911743           363.743011;
558.000000        443           918.783142           879.139587           824.419922;
559.000000        442           901.540161           255.036072           968.650391;
560.000000        441           418.889954            54.315838           411.565521;
561.000000        440           382.756042           339.877533           357.944489;
562.000000        439           631.054626           343.081970           573.496704;
563.000000        438           401.311279             4.631702           502.235992;
564.000000        437           882.954407           231.292679           882.374573;
565.000000        436           838.244812           750.870300           650.372864;
566.000000        435           605.480103           581.584106           222.381271;
567.000000        434           812.761841           342.593689           832.324219;
568.000000        433           679.579041            25.842066           310.549255;
569.000000        432            22.423994            78.852715           163.053284;
570.000000        431           161.283218           880.451904           682.630920;
571.000000        430           593.974609           815.783142            53.858059;
572.000000        429           816.179932            38.507248           526.803406;
573.000000        428            46.594654           681.257568           251.190735;
574.000000        427           451.270081           626.629456           757.675903;
575.000000        426           941.580444           513.741455           360.782715;
576.000000        425           823.870544           837.451294           841.845947;
577.000000        424           432.867432           127.804405           296.663330;
578.000000        423           555.765442           400.914551           739.944641;
579.000000        422           374.363434           191.954315            50.531540;
580.000000        421           618.389465           751.083923           543.222351;
581.000000        420           999.931824           418.950989           428.747437;
582.000000        419           195.921722           213.103638           579.997131;
583.000000        418           600.566650           545.755371            77.754051;
584.000000        417           714.278625           600.627686           573.161011;
585.000000        416           203.795502           838.519470           340.243744;
586.000000        415           159.940399           598.521912           472.083710;
587.000000        414           136.624252           228.118744           375.431580;
588.000000        413           136.349594           340.426849           482.124298;
589.000000        412           652.295532           285.249390           668.348267;
590.000000        411            35.791100           794.786438           199.065125;
591.000000        410           647.229431           705.763916           662.336121;
592.000000        409           872.242432            75.465164           251.495926;
593.000000        408            12.047701           426.550110           908.559448;
594.000000        407           344.394257           717.116821            81.019531;
595.000000        406           474.220001           546.274231           955.710510;
596.000000        405           209.624527           424.627441            79.096863;
597.000000        404            27.215399           518.075134           330.447296;
598.000000        403           666.944397           951.529480           871.296326;
599.000000        402           324.068939           231.262161           507.515717;
600.000000        401           802.141418           698.073303           721.297852;
601.000000        400           867.634094           233.245850           864.490723;
602.000000        399           860.126587           484.108002           443.121643;
