key	ID	item1	item2	item3	
  0.106014        601           117.122925           544.137939           954.337219;
  0.108581        235           150.388107           961.966797           985.038818;
  0.109495        749            95.912567           868.671753            59.229317;
  0.110487        608           126.919373           808.458740           806.139343;
  0.112594        702            35.913174           316.439301            17.693624;
  0.112602        131            54.773613           482.276886            32.098362;
  0.112854        209            89.869896           497.658234           615.154480;
  0.115890        869           138.577438           907.582825           766.129578;
  0.117093        354            82.881165           448.004608           541.696411;
  0.117560        233           142.422775           719.344666           964.347290;
  0.118039        177           116.970337           930.837952           319.124939;
  0.119014        622           116.695671           364.139740           902.882996;
  0.121448        779           154.263962           853.687134           927.816589;
  0.121641        287           163.541580           966.361511           920.309082;
  0.122870        432            22.423994            78.852715           163.053284;
  0.125244        912            63.379833           216.521713           452.979126;
  0.126383        942            98.231972           769.974854            40.155247;
  0.127041        105            92.647087           580.821167           431.158386;
  0.128465        241           135.617142           449.500031           945.517334;
  0.128540        834            94.813896           592.021484           429.662994;
  0.128865        267           128.811523           979.637024           151.273148;
  0.130285        380           120.449448           478.065338           782.090759;
  0.130921        981           114.132118           584.300293           636.822632;
  0.132074        705           108.852409           719.466736           387.028625;
  0.132303        726            81.355232           271.577118           545.663818;
  0.133654        116           132.321152           595.408997           779.832336;
  0.135408        975           111.049744           201.354019           787.217834;
  0.135413         56           100.795525           541.025024           501.198364;
  0.136166        342            42.138950           306.581848             1.244148;
  0.136546        477           134.732101           966.208923           147.977142;
  0.137820        951           118.984558           106.990784           848.376953;
  0.139656        906           170.499802           807.024353           900.075317;
  0.140481        353           154.019806           755.600647           779.344055;
  0.141150        506           150.876404           918.386414           525.704712;
  0.143274        431           161.283218           880.451904           682.630920;
  0.147877        121           140.469589           921.804443           181.303360;
  0.150733        921           107.418045           193.358170           677.442749;
  0.150802        546           185.667496           990.165955           707.778137;
  0.151690        455           148.526474           464.972900           848.804199;
  0.152387        917           171.506912           936.636475           599.986755;
  0.153982        733            79.188423           507.515717            25.140141;
  0.155249        604            59.900723           253.327042           284.791626;
  0.155440        950           126.766777           428.076019           682.478333;
  0.162409         59           119.594925           466.132599           557.382935;
  0.162668        718           143.490921           868.427612            57.978058;
  0.166695        945           177.702164           972.129517           399.754852;
  0.168342        823           225.646744           870.716492           993.797607;
  0.170104         94            61.792870           111.904266           340.030121;
  0.172754        755           137.082031           745.773682           233.856232;
  0.173960        156           165.372696           892.293091           283.143616;
  0.174122        673           166.105133           488.838379           802.171936;
  0.175498        772            95.637901           534.555115            45.557022;
  0.175639        269           135.586624            17.907255           759.751160;
  0.175906        986           240.234589           938.009827           963.096008;
  0.177497         66            59.717613           295.564667           149.228394;
  0.178874        843           193.541275           874.195618           607.494324;
  0.178919        874           185.667496           467.933197           907.430237;
  0.180514        631            79.310493           196.898315           384.678711;
  0.182352         25            44.092136            82.850639           222.839050;
  0.184122        344           168.210907           459.998383           771.195618;
  0.184511        844            62.861019            95.729454           320.864502;
  0.184650        864           192.808838           747.665833           702.956238;
  0.186226        690           245.941559           856.525391           974.693054;
  0.187032        349           194.731491           833.300781           593.059082;
  0.188040        784           224.212372           919.485046           725.265259;
  0.188091        449           138.852112           557.535522           463.508026;
  0.189683        509           227.630447           731.429993           923.757629;
  0.191219         19           128.536850           512.032471           416.112762;
  0.191468        612           225.433121           678.510925           935.446228;
  0.191907         60            92.982788           219.970306           421.575592;
  0.192112        709           223.083191           865.711426           741.073853;
  0.192277        479            63.257759           226.592819           229.980377;
  0.192659        936           247.467484           840.472656           939.291565;
  0.193038        285            65.790794           177.244385           283.570892;
  0.194197        168           203.948090           923.788147           456.030975;
  0.195367        206           135.983368           642.590637           230.346603;
  0.196457         73            96.461899           474.921936            78.944275;
  0.196751        533           229.888824           728.866455           883.808899;
  0.196963         51           193.480240           833.178711           483.039856;
  0.198221        276           176.572983           770.188538           411.260315;
  0.199714        694           188.780396           879.627869           290.040802;
  0.199944        980           275.422424           915.853333           991.386658;
  0.200674        252           103.511673           406.804626           299.776215;
  0.201819        910           169.065430           763.718567           299.837250;
  0.203035        540           139.279373           422.857361           521.889893;
  0.204641        574           274.049103           871.998230           978.721497;
  0.205344        415           159.940399           598.521912           472.083710;
  0.206067         95           173.032837           142.483810           809.221680;
  0.206263        185           130.245880           617.870605             3.014222;
  0.206883        996            64.325905            57.550797           298.708069;
  0.209054        452           210.601120           539.621155           824.206299;
  0.210133        291           143.521439           415.838104           522.469788;
  0.210203        308           210.387497           889.149658           408.544189;
  0.210518        463           181.150757           833.605957           112.911377;
  0.211072        210           133.786041           285.707184           549.753296;
  0.213725        231           191.771210            96.889160           871.174255;
  0.215765        774           266.877258           706.130188           979.820129;
  0.216330        602           230.163483           515.389465           901.875854;
  0.217569        294           166.654465           747.177551            26.177771;
  0.217727        514           219.054749           977.714355            91.243233;
  0.218195        805           235.076965           898.488342           546.060608;
  0.219372        998           228.118744           948.111450           361.087891;
  0.219476        593           227.844086           484.596313           889.363281;
  0.219706        416           203.795502           838.519470           340.243744;
  0.220486         81           228.454453           260.834595           976.402100;
  0.220577        172           225.890900           844.409546           533.578491;
  0.221363        337           241.516373           520.119873           928.182861;
  0.223017        163           149.167358           350.803162           549.600708;
  0.225094        413           136.349594           340.426849           482.124298;
  0.226533         63            59.137760           200.835205           155.942474;
  0.228566        513           230.285568           930.105530           311.403748;
  0.230735        534           131.222473           420.476898           359.745087;
  0.231474        748           286.927917           728.530762           960.959717;
  0.232055        379           164.945435           355.716644           592.875977;
  0.234221         47           193.541275           735.885681           322.207306;
  0.234883        385           230.804382           548.868286           781.693970;
  0.235460        350           292.604370           676.496704          1000.511719;
  0.242908        903           268.586304           938.925354           518.532898;
  0.243691        460           203.093567           281.343018           757.736938;
  0.244569        331           292.299164           815.020203           823.840027;
  0.245457        773           274.690002           871.998230           645.398315;
  0.246101        339           134.610031           514.657043           127.224556;
  0.249449        383           299.684662           767.136658           874.653381;
  0.250309          4           143.429886           334.109528           442.877502;
  0.252647        519           219.665115           137.448257           829.943726;
  0.253843        387           218.047638            41.925320           829.791138;
  0.253982        927           193.510757            45.953766           735.488953;
  0.255118        475            45.495987           163.724686            54.102207;
  0.257015        621           255.524368           354.923157           892.842407;
  0.257958         14           208.678452           710.311218           326.083160;
  0.258922        155           258.698303           799.333679           540.750366;
  0.259758        357           120.998779           296.968506           337.863312;
  0.260138        317           258.789856           958.579285            61.792870;
  0.261801        806           180.326767           165.372696           643.872375;
  0.261817        552           193.480240           713.210449             1.213630;
  0.264597        490           287.477234           354.160187           986.076477;
  0.264660        860           281.159912           912.038574           466.590393;
  0.264774        666           312.685547           886.311462           715.072083;
  0.265057        545           247.253860           795.457825           419.866547;
  0.266121        578           249.664810           868.580200           251.770599;
  0.266534        852           239.441116           708.266479           498.054962;
  0.266766        890           312.014130           942.526550           618.297913;
  0.271837        566           346.530579           772.019653           953.391113;
  0.273344        178           371.830414           976.737793           870.716492;
  0.273843        588           180.815063           364.841675           519.784119;
  0.275251        855           135.037292           458.564026           110.317299;
  0.276965         27           277.955475           937.521484           225.738297;
  0.278187        117           268.738892           497.230957           783.433533;
  0.278579         88           203.459793            65.088867           698.408997;
  0.278883        224           169.584244            84.590195           577.799805;
  0.280220        482           253.937408           869.037964            38.720879;
  0.283593        489           164.335068           198.180084           519.143250;
  0.283812        292           180.723495           479.011414           378.636047;
  0.283834        491           176.756104            92.372414           589.946167;
  0.284808        793           246.643478           335.482849           759.323914;
  0.286468        119           246.704514           529.458496           632.824707;
  0.287630        633            42.261024           133.633438            44.092136;
  0.287795         91           237.274307            98.293007           783.433533;
  0.287953        750           311.129089           897.633789           514.687561;
  0.288710        661           261.567047           155.179504           853.412476;
  0.291658        979           277.955475           868.397095           277.253540;
  0.294070        303           318.941833           985.313477           322.085236;
  0.294176        205           268.983032           873.707275            18.395550;
  0.296972        414           136.624252           228.118744           375.431580;
  0.298373        190           298.219757           796.861694           524.453491;
  0.299297        655           273.560822           603.679504           629.406616;
  0.301343        792           312.746582           989.525024            12.108737;
  0.301963        202           336.123749           833.544922           656.720703;
  0.302244        419           195.921722           213.103638           579.997131;
  0.302347        764           340.945679           870.563904           630.474792;
  0.305686        280            92.402939           259.705414           124.050629;
  0.306581        230           229.492081           161.405289           693.983765;
  0.307135        597           340.976196           636.731079           843.097229;
  0.308861         44           358.921082           967.734802           533.944702;
  0.310360        198           222.625412           642.560120           228.240814;
  0.311004        878           354.709534           914.876770           581.370483;
  0.311108        995           384.922852           780.778442           879.231140;
  0.312478        711           355.808197           996.147583           421.484009;
  0.314475        517           324.648804           312.288788           928.884766;
  0.314815        212           129.147217           180.448837           345.035156;
  0.315912        858           345.889679           938.833801           444.678101;
  0.316749        510           315.798431           643.445129           693.007202;
  0.318897        999           301.729401           835.284485           326.327301;
  0.319992        150           245.697403           634.991516           354.923157;
  0.320662        949           240.967041           711.104675            31.091249;
  0.327075        200           283.387756           297.761993           762.711487;
  0.330449        193           103.053894           217.986603           197.783356;
  0.330471        871           179.777435           507.424133            78.364418;
  0.335902        503           267.792816           730.819641           172.544540;
  0.336091        295            61.335094            18.639698           170.866028;
  0.337427        444           306.520813           773.911743           363.743011;
  0.338638        299           291.597260           500.862671           636.853149;
  0.340540        778           299.379456           570.231262           598.399841;
  0.341763        585           399.876923           997.520874           462.653503;
  0.343111        216           407.628632           956.595581           574.625916;
  0.343646        381           294.801697           787.980774           167.661575;
  0.346739        127           512.307129           995.903381           963.706360;
  0.350743         77           378.575012           424.047577           917.531860;
  0.351876        394           223.296829           435.492004           403.966400;
  0.354698         62           440.771729           764.176392           875.202698;
  0.355322        756           339.023010           154.355515           878.407166;
  0.355612          1           211.760834           404.424164           382.359283;
  0.357272         92           284.791626           308.901245           677.412231;
  0.362459        582           235.321121           581.675659           166.684982;
  0.365474        572           324.862427            12.871700           827.288635;
  0.365671        880           224.242889           347.690277           452.643433;
  0.366941        550           352.145966           357.822418           817.888916;
  0.367410        662           337.619171           677.900513           520.455566;
  0.367478        624           444.556030           979.606506           553.385010;
  0.367507        139           379.307434           256.165253           925.069946;
  0.367572          5           506.508606           822.161560           983.024597;
  0.367652        898           199.675491           424.200165           274.140656;
  0.367931        909           480.781494           821.276489           895.466980;
  0.368749        502           348.697388           835.070862           274.354279;
  0.368956        164           399.907440           205.229858           986.290100;
  0.369377        338           189.177124           330.966125           342.013824;
  0.370844        819           174.314621            15.526811           436.254974;
  0.375174        462           449.255859           764.481567           804.765991;
  0.375668        112           472.449921           856.586426           790.361267;
  0.375998         69           288.026581           708.968384            34.783989;
  0.377522        586           448.676025           968.192627           523.232727;
  0.378268        282           428.320160           570.933167           879.048035;
  0.380414        351           238.281418           376.988037           439.825653;
  0.380664         33           399.449646           101.253304           965.049194;
  0.380673        128           320.895020           283.418274           726.150330;
  0.382706        322           279.634003           644.757446           199.950165;
  0.385785        388           362.949524           688.520996           528.512451;
  0.386044         99           508.705933           712.966309           984.550537;
  0.388127        558           559.610779           988.792603           887.684753;
  0.389734         15           452.612915           713.515625           796.709106;
  0.390519        316           438.849060           864.185547           568.705322;
  0.391618        682           258.393097           372.959595           479.041931;
  0.395476        180           404.149506           343.997528           873.310547;
  0.395639        406           474.220001           546.274231           955.710510;
  0.398102        125           442.755432           328.860352           965.781616;
  0.398297        149           390.721375           620.006958           652.112427;
  0.398923        873           549.905884           780.198608           994.530090;
  0.401103        888           381.718414           794.420227           358.982117;
  0.401562         67           490.181183           855.152039           720.077148;
  0.401833        309           355.075745            66.981018           806.383484;
  0.404061        739           171.506912           262.177399           286.378571;
  0.404237        598           453.833649           762.040100           688.307373;
  0.404378        851           293.397827           652.753296           119.411819;
  0.404920        516           307.100647            89.503677           687.666443;
  0.405134        651           137.539810           306.856506            46.655689;
  0.407916        169           485.694977           963.614807           503.243103;
  0.408663        359           366.916931           233.917267           785.356201;
  0.409660        780           456.030975           779.038879           651.410461;
  0.411212        835           353.610870           569.376709           538.736145;
  0.411258        935           536.447266           983.573914           668.043091;
  0.411270        243           433.569366           960.562988            26.788141;
  0.412224        154           431.127869           302.187164           903.676453;
  0.412232        296           441.565216           515.725159           828.509399;
  0.412887        334           315.310120           619.854309           315.523773;
  0.416711        256           479.499695           930.715881           477.393921;
  0.417131        427           451.270081           626.629456           757.675903;
  0.418338        957           416.112762           868.549683           248.718735;
  0.418710        539           488.441620           959.677917           448.614990;
  0.419995        707           534.097351           878.285095           748.672974;
  0.421198        637           102.535080             4.997925           220.733261;
  0.423641        747           298.494415           561.808105           302.858582;
  0.423877         57           457.862091           968.314697           139.676102;
  0.425064        248           486.427399           890.187317           529.641602;
  0.426202        293           455.115417           887.562683           381.291138;
  0.428659        343           461.280151           470.832458           850.604797;
  0.430685        407           344.394257           717.116821            81.019531;
  0.431551        900           471.290222           984.825195            25.567400;
  0.431613         48           305.422119            44.183689           636.792114;
  0.433814        933           326.693542           601.970459           313.082275;
  0.436483        964           489.418213           887.043884           480.506836;
  0.436616        405           209.624527           424.627441            79.096863;
  0.436835        297           525.796265           459.357483           980.461060;
  0.437054        654           513.314209           450.568176           955.466370;
  0.437225        696           463.538544           933.615112           193.602310;
  0.440037        300           366.581238           681.227051           309.114868;
  0.441289        941           560.648438           944.968018           637.829712;
  0.442165        615           394.627747           694.350037           398.350983;
  0.443184        459           464.270966           630.413757           696.028564;
  0.443228        846           485.023560           483.985931           853.229370;
  0.444639        970           562.510071           880.329834           713.485107;
  0.444658        213           209.319351           170.866028           385.472168;
  0.446132        863           645.093140           892.262573           937.307861;
  0.448440        790           483.955414           146.634323           953.391113;
  0.450942        569           441.382080           622.448425           613.018188;
  0.452556          2           333.865387           552.927246           356.449066;
  0.453012        620           346.438995           556.711548           393.559601;
  0.454314        531           390.812927           277.284058           714.400696;
  0.454388        498           315.310120            89.015381           611.705872;
  0.454798        618           490.822083           149.014771           949.515259;
  0.454998        135           472.663574            86.512863           921.010986;
  0.455476        365           512.154541           983.848572           184.660385;
  0.458730        192           415.014099           402.501526           695.875916;
  0.459186        737           333.743317            82.057159           640.423828;
  0.459211        403           666.944397           951.529480           871.296326;
  0.459674        247           429.632477           662.732849           499.764008;
  0.460414        225           194.029572           326.174713           183.195496;
  0.460538        134           476.844604           869.434692           297.945099;
  0.460722        371           417.943878           622.021179           511.208435;
  0.461336        480           437.902985           728.958008           421.728180;
  0.461615        650           444.891724           814.806580           258.881409;
  0.461907        106           566.355408           490.577942           970.542542;
  0.462901        590           428.442230           404.637817           713.698730;
  0.463637        158           570.353333           638.775818           883.168030;
  0.463815        914           296.083466           536.203125           179.807953;
  0.464612        820           307.314270           266.602600           521.523682;
  0.465894        669           412.175873           731.307922           279.267761;
  0.466333         75           586.253479           989.219849           508.126068;
  0.466381        488           403.539154           364.292328           673.139648;
  0.466607        990           515.877747           695.875916           686.995056;
  0.467377        943           551.248718           461.798981           934.866394;
  0.470220        913           273.743927            67.621902           509.316284;
  0.470256        627           441.565216           499.001038           661.603638;
  0.470422        382           188.017426           343.631317            79.432571;
  0.472457        613           165.616837           182.279953           249.451187;
  0.473202        841           279.084656           513.863525            76.777458;
  0.473687        714           410.100616           637.219360           418.706848;
  0.473742        901           595.866760           847.705505           712.996826;
  0.474244         96           559.030945           613.475952           837.054565;
  0.474300        392           484.626831           612.194214           659.070618;
  0.474899        902           595.195374           656.323975           886.433533;
  0.475269        535           385.990997           688.368408           191.710159;
  0.476132        289           364.078705           513.741455           433.844025;
  0.476176        445           453.040161           539.743225           639.233582;
  0.476290        743           403.478088           548.990356           503.426208;
  0.476582        710           568.735840           969.749023           400.304169;
  0.476729         23           531.594788           304.964355           931.570374;
  0.477041        319           287.080505           244.263046           469.123413;
  0.477144        142           251.007629            51.691246           459.418518;
  0.477940        184           637.066772           865.925049           788.072388;
  0.478512        281           472.999268           457.953644           737.320068;
  0.478551          9           449.805206           349.033081           747.879456;
  0.478681        523           679.823181           989.341919           758.957703;
  0.478794        492           609.386475           555.948547           969.260742;
  0.478913        811           401.433350            28.008881           735.305847;
  0.479526        369           391.514862            73.176277           712.722168;
  0.479588        937           658.246643           985.862793           691.816956;
  0.479711        745           436.865356           550.180603           579.478333;
  0.480140        628           557.688110           300.050873           973.685913;
  0.480467        916           543.893738           980.003296           158.811218;
  0.482310        759           590.007263           971.885315           451.422668;
  0.484089        668           476.203705           792.100830           336.886719;
  0.485132        683           678.083679           874.592346           853.778687;
  0.485154        813           487.831268           394.078400           785.997070;
  0.487043        288           259.095032           447.943573           123.348701;
  0.487446        777           499.184143           819.048645           358.768494;
  0.489743        250           241.852081           296.693848           312.014130;
  0.491203        595           414.403717           670.057312           301.729401;
  0.492898         21           685.865845           838.336365           873.524170;
  0.493440        118           211.608231            77.723534           364.811157;
  0.496488        703           584.788574           988.731567           260.315765;
  0.497156        887           377.903595           321.322266           575.968689;
  0.497176        814           421.117798           637.768677           365.177368;
  0.498112        377           321.535919            24.712881           559.183533;
  0.498138        971           601.512695           606.700867           853.351440;
  0.498502         84           561.625000           255.036072           942.770691;
  0.499710         65           427.679291             5.058962           741.317993;
  0.501222        678           490.577942            72.901611           843.799133;
  0.502042        181           545.663818           903.706970           258.637268;
  0.502402        402           324.068939           231.262161           507.515717;
  0.502889        974           343.692352           579.417297           115.047668;
  0.505287        318           295.808807           440.313934           247.681107;
  0.506479        215           359.012634           290.986877           537.484863;
  0.506949        954           530.404602           378.361359           818.651917;
  0.507299        895           385.075439           652.783813            42.169468;
  0.507414        573           612.774048           380.680786           968.497803;
  0.507685        187           407.079285           634.289612           273.682892;
  0.507960        679           589.244263           250.275192           967.368591;
  0.509452        580           373.142700           176.054169           605.174927;
  0.509662        530           396.153656            23.431105           668.348267;
  0.510349        643           597.728394           577.311523           825.335449;
  0.511331        218           629.559204           645.672974           838.244812;
  0.511899        454           660.291382           949.881470           570.566956;
  0.512191        147           363.926117           584.544434           175.260696;
  0.512283        272           750.290466           895.802673           882.984924;
  0.515072        524           660.199829           570.750061           938.772766;
  0.515331        203           608.989746           439.825653           912.252197;
  0.515516        171           663.587341           686.415222           863.392029;
  0.516971        600           421.209351           115.261299           687.849548;
  0.517258         49           421.331421           110.653008           688.276855;
  0.519660        576           488.960449           315.584808           739.364807;
  0.520054        273           179.228088           261.261841           135.617142;
  0.522116        842           567.820251           248.566147           893.605347;
  0.522353        183           691.206604           986.198547           548.318970;
  0.526654          3           484.016449           529.244873           574.686951;
  0.527231        978           417.852325           671.155945            55.414501;
  0.527774        568           623.455505           395.207581           922.262268;
  0.527846         43           739.059631           667.646301           984.092773;
  0.528820          7           370.609680           441.198975           398.930847;
  0.529922        547           634.442200           758.194763           675.275940;
  0.530215        254           536.355713           646.741150           563.334045;
  0.530574        961           638.043396           828.784058           593.425293;
  0.531084        962           697.157715           711.440369           854.999451;
  0.531266        217           388.890259           298.677551           543.497009;
  0.531553        356           537.698486           384.251434           765.824341;
  0.531584        839           604.808716           434.942688           859.943420;
  0.532683        124           338.778870           360.080780           400.060028;
  0.533676         46           870.136658           965.140747           984.764160;
  0.535432         13           616.466797           333.529694           913.411865;
  0.535885        328           332.949829           524.148315            20.898067;
  0.536649         28           634.259094           230.682297           970.237366;
  0.537341        114           566.080750           803.911438           378.300323;
  0.537351        944           220.916382           335.238708            88.496567;
  0.538565        885           679.945251           688.337891           811.052795;
  0.540959        907           558.115417           145.383072           855.457214;
  0.540998        713           317.934723           492.256439            44.397320;
  0.542761        689           824.847168           997.948120           795.793518;
  0.542927        355           579.478333           596.965454           668.592407;
  0.543800        527           600.597168           739.578430           558.664734;
  0.543985        893           490.974670           104.976563           750.015808;
  0.544076        324           543.435974           198.271652           814.257263;
  0.544554        589           448.035126           636.792114           265.870148;
  0.544853        959           665.326904           536.874512           871.906677;
  0.545256         31           138.211212            18.242958           211.699783;
  0.545571        853           696.608398           924.978394           538.034241;
  0.546157        348           769.486572           927.328308           730.056702;
  0.547116        648           649.304688           993.278809            15.435255;
  0.547296         29           293.825104           212.310165           396.001068;
  0.547399        487           575.144714           677.869995           560.038086;
  0.547940        153           431.310974           423.956024           503.822968;
  0.548050        170           644.421753           720.534912           669.446899;
  0.549236        599           688.978760           979.789612           372.715454;
  0.551067        423           555.765442           400.914551           739.944641;
  0.552966        214           476.722534           704.482178           140.317001;
  0.553024        366           712.813721           436.071869           981.376587;
  0.553172        847           514.962219           590.953308           502.205475;
  0.554208        378           470.283112           520.180908           477.821198;
  0.554967        421           618.389465           751.083923           543.222351;
  0.555875        410           647.229431           705.763916           662.336121;
  0.556405        236           682.936096           255.097107           987.449768;
  0.557019        762           431.127869           551.431824           330.325226;
  0.557900        810           650.739075           897.664307           362.278107;
  0.558206        386           376.621826           438.055573           348.544800;
  0.560215         87           826.983459           806.749695           918.905212;
  0.560580        825           758.286316           911.641785           650.891663;
  0.560829        804           343.905975           267.029846           431.799286;
  0.561371        469           496.651123           726.516541            90.693901;
  0.562009        757           444.250824           100.581894           646.039246;
  0.563611        515           466.773499           679.853699            76.228127;
  0.563973        194           771.256653           899.892151           682.295227;
  0.564963        720           850.848938           862.842712           894.246277;
  0.565755        132           546.762512            13.939848           796.770142;
  0.566181         37           473.273926           595.164856           347.171448;
  0.566260        788           516.366089           637.738159           397.740631;
  0.566802        712           589.763062           566.477478           643.384094;
  0.567159         64           507.759857           641.766602           363.071594;
  0.568007         38           498.878967           708.419067           143.765594;
  0.569148        850           243.164368           327.517548           127.041443;
  0.570025        120           550.851990           622.570496           492.775269;
  0.570048        425           823.870544           837.451294           841.845947;
  0.571937        507           554.025940           484.748901           629.620239;
  0.572567        140           458.716614           640.820557           144.162323;
  0.572567        107           727.645691           984.794678           340.243744;
  0.572769        521           737.320068           606.914490           863.208923;
  0.574945        571           799.242126           987.083557           565.073608;
  0.575177        160           582.713318           533.639526           634.075989;
  0.575618        830           500.435394           684.156860           193.205566;
  0.576209          6           354.740051           488.044891           122.433151;
  0.576683        815           744.430908           835.101379           644.055542;
  0.577266        556           531.594788            47.632282           750.443054;
  0.578055        372           436.254974           611.492249            72.962646;
  0.583066        494           880.818115           986.351135           730.331360;
  0.583906        262           490.059113           608.654053           306.215607;
  0.583957          8           564.127563           670.362488           406.957214;
  0.584686        237           702.956238           845.233521           486.732605;
  0.587107        611           538.553040           441.046387           597.392700;
  0.587430        301           597.453735           550.272156           612.102661;
  0.587669        528           641.980225           880.970703            71.619827;
  0.587774        430           593.974609           815.783142            53.858059;
  0.588441        466           387.211731           479.652313           230.224518;
  0.589484        474           727.523621           934.896912           346.194855;
  0.590059        692           621.075073           236.450302           816.240967;
  0.590399        665           555.948547           623.638611           434.393341;
  0.590507        614           876.881226           969.993164           703.780212;
  0.591572        335           627.667053           720.382324           461.341187;
  0.592776        472           500.893188           528.512451           428.716919;
  0.593764        741           559.519226           744.614014           143.063660;
  0.594143        159           515.664124           694.807800            67.866051;
  0.594152        306           663.556824           680.219971           586.741760;
  0.594949        196           606.029480           448.889648           684.706177;
  0.595874        504           554.148010           679.243347           310.488190;
  0.597399        775           366.306549           256.745117           419.378235;
  0.597435        450           725.600952           108.242043           967.917908;
  0.599189        727           970.664612           840.136963           988.060181;
  0.600353        518           752.426758           472.999268           883.686829;
  0.600811        563           451.270081           518.105652           303.438416;
  0.601235        768           664.533447           680.647217           562.815247;
  0.602553        699           533.609009           439.520477           553.476563;
  0.603021        698           608.501465            76.655388           801.317383;
  0.603646        467           863.666687           871.754089           735.641541;
  0.603752        969           986.503723           953.024902           887.898376;
  0.603916        940           472.541504           376.286102           497.353027;
  0.605861        931           548.105347            36.676136           718.795349;
  0.606261        443           918.783142           879.139587           824.419922;
  0.607780        352           290.681702           305.361084           225.829865;
  0.608932        103           471.625946             1.152593           614.361023;
  0.609747        279           740.219360           839.862244           469.520172;
  0.609963        938           719.863464           923.238831           149.136841;
  0.610016        640           854.450134           862.812195           698.164856;
  0.610224        266           574.961609           655.377869           357.303589;
  0.611302        220           684.217896           756.211060           461.280151;
  0.611497        977           461.890533            89.503677           590.922791;
  0.612435        340           694.014343           895.100769            35.943695;
  0.612788        440           382.756042           339.877533           357.944489;
